fecha_alta,estado_usuaria,edad,servicio,sexo
15092,14,66,3,0
15093,14,24,1,1
15094,14,30,1,0
15095,14,28,3,0
15096,14,19,3,0
15097,14,64,2,0
15098,14,61,3,0
15099,14,63,2,0
15100,14,46,2,0
15101,14,42,1,1
15102,14,60,3,0
15103,14,55,1,0
15104,14,59,1,0
15105,14,42,1,0
15106,14,46,1,1
15107,14,45,2,1
15108,14,45,2,0
15109,14,65,1,0
15110,14,56,1,0
15111,14,51,1,1
15112,14,19,3,0
15113,14,35,1,1
15114,14,55,2,1
15115,14,25,3,0
15116,14,45,1,1
15117,14,25,2,1
15118,14,31,1,0
15119,14,53,3,0
15120,14,38,3,0
15121,14,60,1,0
15122,14,29,2,1
15123,14,35,2,1
15124,14,43,1,0
15125,14,73,3,1
15126,14,62,2,1
15127,14,47,1,0
15128,22,50,2,0
15129,14,27,1,0
15130,14,59,2,1
15131,14,58,1,1
15132,14,34,1,0
15133,14,69,2,1
15134,14,31,2,0
15135,14,41,3,1
15136,14,28,1,0
15137,14,56,1,1
15138,14,25,3,0
15139,14,37,1,0
15140,14,25,2,0
15141,14,29,1,0
15142,14,23,3,0
15143,14,49,2,0
15144,14,23,1,0
15145,14,20,3,1
15146,14,40,1,0
15147,14,44,1,0
15148,14,53,1,0
15149,14,46,1,1
15150,14,41,1,0
15151,14,38,2,0
15152,14,36,3,1
15153,14,40,1,1
15154,14,40,1,1
15155,14,40,1,1
15156,14,18,2,0
15157,14,62,1,0
15158,22,36,2,0
15159,22,44,3,1
15160,22,44,3,1
15161,22,45,1,0
15162,22,54,3,0
15163,22,38,3,1
15164,14,42,1,0
15165,14,56,2,0
15166,14,40,1,1
15167,14,53,2,0
15168,14,29,1,0
15169,14,20,1,1
15170,14,65,2,0
15171,14,33,1,0
15172,14,49,3,0
15173,14,46,2,1
15174,22,48,1,1
15175,22,29,1,1
15176,14,45,1,0
15177,14,45,3,1
15178,14,47,1,1
15179,14,25,1,1
15180,14,38,1,1
15181,14,39,2,0
15182,14,49,1,0
15183,14,25,2,0
15184,14,56,3,0
15185,14,46,1,0
15186,14,38,3,0
15187,14,30,1,0
15188,14,29,1,0
15189,14,57,1,0
15190,14,22,3,0
15191,14,67,1,0
15192,14,32,1,0
15193,14,67,1,0
15194,14,58,1,1
15195,14,47,1,0
15196,14,39,1,0
15197,14,56,1,0
15198,14,35,1,1
15199,14,38,3,0
15200,14,56,3,0
15201,14,46,2,0
15202,14,40,2,0
15203,14,54,2,0
15204,14,30,1,0
15205,14,66,1,0
15206,14,65,1,0
15207,14,74,2,1
15208,14,40,3,0
15209,14,26,2,0
15210,14,66,3,0
15211,14,31,3,0
15212,14,40,1,1
15213,14,45,3,1
15214,14,20,3,0
15215,14,37,2,0
15216,14,20,3,1
15217,14,31,1,1
15218,14,60,2,1
15219,14,37,2,0
15220,14,42,3,0
15221,14,35,1,1
15222,14,56,3,0
15223,14,50,1,0
15224,14,73,1,0
15225,14,74,1,1
15226,14,49,2,0
15227,14,30,1,0
15228,14,48,3,0
15229,14,31,1,1
15230,14,33,3,1
15231,14,41,1,1
15232,14,36,1,0
15233,14,56,1,0
15234,14,39,3,0
15235,14,50,1,0
15236,14,34,1,0
15237,14,37,1,0
15238,14,24,3,1
15239,14,52,1,0
15240,14,56,1,1
15241,14,56,3,1
15242,14,78,1,0
15243,14,57,2,0
15244,14,28,1,1
15245,14,34,1,0
15246,14,16,3,0
15247,14,56,1,0
15248,14,25,1,0
15249,14,49,1,1
15250,14,56,2,0
15251,14,36,1,0
15252,14,63,1,1
15253,14,65,2,0
15254,14,45,3,1
15255,14,32,1,1
15256,14,54,1,0
15257,14,78,1,0
15258,14,34,3,0
15259,14,57,3,0
15260,14,51,1,0
15261,14,45,1,0
15262,14,38,1,1
15263,14,31,1,0
15264,14,75,1,0
15265,14,40,1,0
15266,14,34,1,0
15267,14,20,3,1
15268,14,56,1,0
15269,14,38,1,0
15270,14,51,2,0
15271,14,30,1,0
15272,14,45,1,0
15273,14,46,1,0
15274,14,43,1,1
15275,14,43,2,1
15276,14,74,1,0
15277,14,34,1,1
15278,14,40,1,0
15279,14,39,3,0
15280,14,57,2,0
15281,14,35,2,0
15282,14,49,1,0
15283,14,32,2,1
15284,14,39,2,0
15285,14,67,1,0
15286,14,42,1,0
15287,14,56,1,1
15288,14,56,3,0
15289,14,53,1,0
15290,14,31,1,0
15291,14,67,1,1
15292,22,34,3,0
15293,14,84,2,0
15294,14,44,1,0
15295,22,45,1,0
15296,22,44,3,1
15297,22,46,1,0
15298,22,25,2,0
15299,22,37,1,1
15300,22,50,3,0
15301,22,44,1,1
15302,22,20,3,1
15303,22,40,1,0
15304,22,43,3,0
15305,22,49,2,1
15306,22,51,2,1
15307,22,40,1,0
15308,22,46,1,1
15309,22,46,3,0
15310,22,65,1,1
15311,22,43,1,1
15312,22,27,1,1
15313,22,68,1,1
15314,22,51,1,1
15315,22,17,3,1
15316,22,43,1,1
15317,22,34,2,0
15318,22,30,3,0
15319,22,65,1,0
15320,22,70,1,0
15321,22,42,1,1
15322,22,39,2,0
15323,22,50,1,0
15324,22,59,1,1
15325,22,51,3,0
15326,22,35,2,0
15327,22,25,2,0
15328,36,40,3,1
15329,36,13,3,0
15330,36,13,1,0
15331,22,49,1,0
15332,22,44,1,1
15333,22,49,3,0
15334,22,48,1,0
15335,22,30,2,1
15336,22,23,1,0
15337,22,33,1,1
15338,14,30,1,0
15339,22,35,1,0
15340,22,67,2,0
15341,22,29,1,0
15342,22,38,1,1
15343,22,25,2,0
15344,22,53,2,0
15345,22,33,1,0
15346,22,77,2,0
15347,22,18,3,0
15348,22,34,1,0
15349,22,64,2,0
15350,22,47,2,0
15351,22,40,2,0
15352,22,69,1,0
15353,22,34,1,1
15354,14,36,1,0
15355,14,32,2,1
15356,14,62,1,0
15357,14,47,1,0
15358,14,24,3,1
15359,14,58,1,0
15360,14,45,2,1
15361,14,47,3,1
15362,14,26,2,1
15363,14,66,1,0
15364,14,47,1,0
15365,14,75,2,1
15366,14,43,2,1
15367,14,38,1,0
15368,14,60,2,0
15369,14,26,2,1
15370,14,50,1,0
15371,14,59,1,0
15372,14,36,1,0
15373,14,22,2,0
15374,14,38,1,1
15375,14,50,1,0
15376,14,53,2,0
15377,14,39,1,1
15378,14,33,3,1
15379,14,53,2,1
15380,14,31,1,0
15381,14,54,3,0
15382,14,42,1,0
15383,14,29,1,0
15384,22,25,3,0
15385,22,39,1,0
15386,22,30,2,1
15387,22,43,3,1
15388,22,35,1,1
15389,27,45,3,0
15390,27,40,1,0
15391,65,43,3,1
15392,60,27,3,0
15393,60,38,3,1
15394,6,41,1,0
15395,6,27,3,0
15396,14,78,3,0
15397,14,71,2,0
15398,14,34,1,0
15399,6,13,3,0
15400,6,22,3,1
15401,52,60,1,0
15402,29,30,2,0
15403,14,32,2,0
15404,14,47,1,0
15405,14,65,3,1
15406,14,46,2,0
15407,14,18,1,0
15408,14,45,1,0
15409,14,19,2,0
15410,14,40,1,0
15411,14,27,1,1
15412,60,30,3,0
15413,14,61,2,0
15414,48,35,2,0
15415,13,19,3,0
15416,7,85,2,1
15417,7,74,2,0
15418,49,21,1,0
15419,49,35,1,1
15420,42,31,1,1
15421,12,56,2,0
15422,49,38,1,0
15423,49,49,3,1
15424,14,34,3,0
15425,14,66,2,0
15426,14,36,2,0
15427,14,32,3,0
15428,14,39,1,0
15429,14,33,3,1
15430,14,49,3,1
15431,14,31,1,0
15432,14,30,2,0
15433,14,73,2,0
15434,14,56,1,0
15435,14,30,2,1
15436,14,45,2,0
15437,14,44,2,0
15438,14,30,3,1
15439,14,36,1,0
15440,1,45,1,0
15441,14,36,1,1
15442,14,57,3,1
15443,14,50,1,0
15444,14,40,1,0
15445,14,39,3,0
15446,14,38,1,0
15447,14,30,1,1
15448,14,45,1,0
15449,14,43,1,1
15450,14,29,3,1
15451,14,37,1,0
15452,14,79,2,1
15453,14,37,1,1
15454,14,63,1,0
15455,14,49,1,0
15456,14,70,3,0
15457,14,64,2,0
15458,14,68,2,0
15459,14,56,1,0
15460,14,33,1,1
15461,14,38,1,0
15462,14,73,3,0
15463,14,59,1,1
15464,14,49,1,0
15465,14,25,1,0
15466,14,33,3,1
15467,14,56,3,0
15468,14,56,1,0
15469,14,57,3,1
15470,14,23,1,1
15471,14,21,2,0
15472,14,30,1,1
15473,14,35,1,1
15474,14,61,1,0
15475,14,47,1,0
15476,14,42,3,1
15477,14,46,2,0
15478,14,27,3,1
15479,14,60,1,0
15480,14,58,1,0
15481,14,65,2,0
15482,14,37,2,1
15483,14,57,3,0
15484,14,37,3,0
15485,14,32,1,1
15486,14,50,1,0
15487,14,37,2,1
15488,14,30,1,1
15489,14,21,1,1
15490,14,64,2,0
15491,14,48,3,0
15492,14,24,2,0
15493,14,83,3,1
15494,14,42,1,0
15495,14,75,2,0
15496,14,54,3,0
15497,14,64,3,0
15498,14,27,3,0
15499,14,67,1,0
15500,14,27,1,0
15501,14,45,1,0
15502,14,67,1,0
15503,14,30,1,0
15504,14,26,1,0
15505,14,45,3,1
15506,14,56,1,0
15507,14,27,3,0
15508,14,34,1,0
15509,14,34,2,0
15510,14,56,1,1
15511,14,45,3,1
15512,14,27,1,1
15513,14,38,3,0
15514,14,81,3,0
15515,14,57,1,0
15516,14,78,1,0
15517,14,66,2,0
15518,14,56,3,0
15519,14,17,1,0
15520,14,67,3,0
15521,14,52,1,0
15522,14,56,1,0
15523,14,47,1,0
15524,14,56,1,0
15525,14,28,1,1
15526,14,34,2,0
15527,14,21,3,0
15528,14,36,1,1
15529,14,26,1,1
15530,14,39,1,0
15531,14,72,1,0
15532,14,34,1,1
15533,14,60,2,0
15534,14,43,1,0
15535,14,76,2,0
15536,14,42,3,1
15537,14,42,3,1
15538,14,36,1,1
15539,14,36,1,0
15540,14,50,2,0
15541,14,35,1,1
15542,14,33,2,0
15543,14,68,2,0
15544,14,41,2,1
15545,14,27,2,0
15546,14,50,3,0
15547,14,34,1,0
15548,14,60,2,0
15549,14,45,2,1
15550,14,53,1,0
15551,14,36,1,0
15552,14,50,1,0
15553,14,38,3,0
15554,14,47,3,1
15555,14,24,3,1
15556,13,56,1,0
15557,14,50,3,0
15558,14,46,1,0
15559,14,26,1,1
15560,14,46,2,0
15561,22,58,2,1
15562,22,81,2,0
15563,52,20,3,0
15564,22,73,2,0
15565,22,62,3,0
15566,22,38,1,1
15567,22,36,3,0
15568,22,60,1,0
15569,22,55,1,0
15570,22,56,2,0
15571,22,60,1,1
15572,22,48,3,1
15573,22,38,1,0
15574,22,45,3,0
15575,22,26,1,0
15576,22,36,3,0
15577,22,62,1,0
15578,22,67,3,0
15579,22,43,3,0
15580,22,28,1,1
15581,22,30,2,0
15582,22,65,2,0
15583,50,19,3,1
15584,22,37,1,1
15585,22,50,2,0
15586,22,59,3,0
15587,22,23,1,1
15588,22,57,1,0
15589,22,53,2,0
15590,22,42,1,0
15591,22,49,1,0
15592,1,36,1,0
15593,14,52,1,0
15594,34,23,1,1
15595,34,53,3,0
15596,58,22,3,0
15597,31,27,1,1
15598,14,24,1,1
15599,14,45,1,0
15600,55,37,1,1
15601,22,30,2,1
15602,22,75,3,0
15603,22,36,2,0
15604,22,36,2,1
15605,22,66,2,0
15606,22,73,3,1
15607,22,50,2,1
15608,22,50,2,0
15609,22,58,1,1
15610,22,46,2,0
15611,22,47,1,1
15612,22,32,2,1
15613,22,31,3,0
15614,22,54,1,0
15615,22,65,2,1
15616,22,26,2,0
15617,22,40,1,1
15618,22,57,1,0
15619,22,40,2,1
15620,22,45,1,0
15621,22,51,2,0
15622,22,59,1,0
15623,14,65,1,0
15624,14,41,3,1
15625,14,41,1,1
15626,14,29,1,1
15627,14,41,3,1
15628,14,41,3,1
15629,14,51,2,0
15630,14,60,2,0
15631,14,55,1,0
15632,14,49,2,0
15633,14,53,3,1
15634,14,67,2,0
15635,14,63,3,0
15636,14,41,3,1
15637,14,33,2,0
15638,14,54,1,0
15639,14,52,2,1
15640,14,54,3,0
15641,14,53,3,1
15642,14,34,2,0
15643,14,52,2,0
15644,14,23,1,0
15645,14,53,2,1
15646,14,28,1,0
15647,14,50,2,1
15648,14,38,3,0
15649,14,35,1,1
15650,14,45,3,0
15651,14,27,3,1
15652,14,61,1,0
15653,14,41,3,1
15654,22,26,2,0
15655,22,39,1,0
15656,22,35,2,1
15657,22,25,1,0
15658,22,26,1,0
15659,22,22,2,0
15660,22,66,2,0
15661,22,60,2,0
15662,16,48,1,0
15663,31,44,1,0
15664,14,33,1,0
15665,14,55,1,0
15666,14,41,3,1
15667,14,23,1,1
15668,14,41,3,1
15669,14,41,3,1
15670,14,23,3,1
15671,14,45,3,0
15672,14,42,2,0
15673,14,70,2,0
15674,14,14,2,0
15675,14,46,1,0
15676,14,57,3,1
15677,14,29,3,0
15678,14,43,1,0
15679,14,35,1,0
15680,14,31,2,0
15681,14,41,3,0
15682,14,34,3,1
15683,14,26,1,1
15684,14,37,1,0
15685,14,40,1,1
15686,14,38,1,1
15687,14,36,1,1
15688,14,57,2,1
15689,14,26,1,0
15690,14,38,2,1
15691,14,30,1,1
15692,14,33,2,0
15693,14,59,1,0
15694,14,21,2,0
15695,14,45,1,1
15696,14,45,1,0
15697,14,23,1,0
15698,14,29,2,0
15699,14,23,2,0
15700,14,35,1,0
15701,14,39,2,0
15702,14,37,1,0
15703,14,39,2,1
15704,14,55,3,0
15705,14,26,2,0
15706,14,32,1,0
15707,14,59,1,1
15708,14,30,1,0
15709,14,34,1,0
15710,14,23,2,1
15711,14,53,3,0
15712,14,45,3,1
15713,14,27,1,0
15714,14,62,2,1
15715,14,41,3,0
15716,14,40,3,0
15717,14,68,2,1
15718,14,49,1,1
15719,14,35,1,1
15720,14,47,2,0
15721,14,56,2,0
15722,14,56,3,0
15723,14,39,2,0
15724,14,53,3,0
15725,14,48,2,0
15726,14,36,3,0
15727,14,32,1,0
15728,14,71,3,0
15729,14,49,1,0
15730,14,58,1,1
15731,14,50,1,0
15732,14,39,1,1
15733,14,27,3,1
15734,14,38,1,0
15735,14,62,2,1
15736,14,43,1,0
15737,14,42,1,1
15738,14,78,1,1
15739,14,21,3,1
15740,14,63,2,0
15741,14,32,1,1
15742,14,38,1,1
15743,14,45,1,0
15744,14,71,2,0
15745,14,24,1,0
15746,14,31,1,0
15747,14,47,1,0
15748,14,53,3,1
15749,14,45,1,1
15750,14,45,1,0
15751,14,49,2,0
15752,14,28,1,0
15753,14,50,1,0
15754,14,41,2,0
15755,14,24,3,0
15756,14,34,1,0
15757,14,36,3,1
15758,14,41,3,0
15759,14,30,1,0
15760,14,28,1,1
15761,14,56,1,0
15762,14,32,1,0
15763,14,17,3,0
15764,14,43,1,0
15765,14,34,2,0
15766,14,28,1,1
15767,14,41,2,1
15768,14,40,2,0
15769,14,50,3,1
15770,14,52,2,0
15771,14,46,3,0
15772,14,53,1,1
15773,14,59,3,0
15774,14,28,2,0
15775,14,58,2,0
15776,14,30,2,1
15777,14,52,1,0
15778,14,26,3,1
15779,14,59,1,1
15780,14,52,3,0
15781,14,28,2,0
15782,14,34,2,1
15783,14,31,3,0
15784,14,36,3,1
15785,14,53,1,0
15786,14,33,1,0
15787,14,45,2,0
15788,14,45,1,1
15789,14,23,1,0
15790,14,48,2,0
15791,14,24,1,0
15792,14,63,2,0
15793,14,49,1,1
15794,14,39,1,1
15795,14,65,2,0
15796,14,51,2,0
15797,14,45,2,0
15798,14,46,1,0
15799,14,52,1,0
15800,14,34,1,0
15801,14,56,2,0
15802,14,40,1,0
15803,14,52,2,1
15804,14,53,2,0
15805,14,51,1,1
15806,14,72,1,0
15807,14,37,2,0
15808,14,36,3,1
15809,14,52,1,0
15810,14,33,3,1
15811,14,47,3,0
15812,14,30,1,0
15813,14,25,3,1
15814,14,68,2,0
15815,14,23,1,0
15816,14,28,1,1
15817,14,46,1,0
15818,14,40,2,0
15819,14,40,1,1
15820,14,25,1,0
15821,14,45,1,0
15822,14,44,3,1
15823,14,65,1,0
15824,14,46,1,0
15825,14,21,3,0
15826,14,54,3,0
15827,14,36,1,0
15828,14,41,3,1
15829,14,50,1,1
15830,14,27,3,0
15831,14,32,3,1
15832,14,48,1,1
15833,14,38,1,0
15834,14,65,2,0
15835,14,47,1,0
15836,14,54,1,0
15837,14,44,3,0
15838,14,45,1,0
15839,14,45,1,0
15840,14,37,1,0
15841,14,38,1,0
15842,14,33,1,0
15843,14,36,1,0
15844,14,48,2,1
15845,14,45,1,0
15846,14,48,1,0
15847,14,53,1,0
15848,14,77,2,0
15849,22,49,2,0
15850,14,34,3,0
15851,14,33,3,0
15852,14,56,2,1
15853,14,36,3,0
15854,14,59,2,0
15855,14,50,2,0
15856,14,34,1,0
15857,14,46,3,0
15858,14,40,3,0
15859,14,62,2,1
15860,14,56,2,0
15861,14,46,2,0
15862,14,25,3,0
15863,14,32,3,0
15864,14,23,1,0
15865,14,45,1,0
15866,14,61,1,0
15867,14,58,1,0
15868,14,30,2,0
15869,14,62,3,0
15870,14,59,1,0
15871,14,43,1,0
15872,14,35,2,0
15873,14,56,3,0
15874,14,49,1,0
15875,14,29,2,0
15876,14,39,2,1
15877,14,39,1,0
15878,14,36,1,0
15879,14,42,1,0
15880,14,62,1,1
15881,14,48,2,0
15882,14,17,3,1
15883,14,25,3,0
15884,14,34,1,0
15885,14,26,1,1
15886,14,49,1,0
15887,14,43,1,1
15888,14,33,3,0
15889,14,52,2,1
15890,14,35,1,0
15891,14,30,1,0
15892,14,25,1,0
15893,14,33,1,0
15894,14,32,1,1
15895,14,28,3,1
15896,14,62,1,0
15897,14,30,2,0
15898,14,29,1,1
15899,14,45,2,1
15900,14,35,1,0
15901,14,29,1,0
15902,14,57,1,1
15903,14,54,3,1
15904,14,36,1,0
15905,14,21,3,0
15906,14,38,2,0
15907,14,30,1,0
15908,14,63,2,0
15909,14,58,2,0
15910,14,67,1,0
15911,14,22,1,0
15912,14,29,3,0
15913,14,45,2,0
15914,14,34,1,0
15915,14,47,1,1
15916,14,36,2,0
15917,14,50,1,1
15918,14,36,1,0
15919,14,65,2,1
15920,14,27,3,1
15921,14,62,1,1
15922,14,15,1,0
15923,14,38,1,0
15924,14,57,3,0
15925,14,67,1,0
15926,14,54,1,0
15927,14,47,1,0
15928,27,48,3,0
15929,14,59,2,0
15930,27,71,2,0
15931,22,56,3,0
15932,22,44,1,0
15933,48,22,3,1
15934,25,67,3,0
15935,48,68,1,1
15936,22,40,2,1
15937,26,46,3,1
15938,48,43,3,0
15939,49,42,1,1
15940,22,31,3,0
15941,22,36,3,1
15942,22,36,1,1
15943,22,39,1,0
15944,22,34,3,0
15945,22,44,2,0
15946,22,37,2,0
15947,36,55,2,0
15948,26,44,3,1
15949,22,35,1,1
15950,42,45,2,1
15951,22,40,1,1
15952,22,50,1,1
15953,36,55,1,0
15954,36,39,3,0
15955,22,39,2,1
15956,22,55,2,0
15957,22,27,2,0
15958,36,38,3,0
15959,22,35,1,0
15960,22,49,3,1
15961,36,53,2,0
15962,22,44,1,0
15963,25,29,3,1
15964,22,55,3,0
15965,14,56,1,1
15966,14,52,1,0
15967,14,73,2,0
15968,22,56,1,0
15969,14,41,3,1
15970,22,33,2,1
15971,14,41,3,1
15972,14,47,2,1
15973,22,60,3,0
15974,14,32,1,1
15975,14,31,1,0
15976,14,77,3,0
15977,14,67,2,1
15978,14,40,1,1
15979,22,39,1,0
15980,22,45,1,0
15981,53,35,1,1
15982,14,29,1,0
15983,22,65,2,0
15984,22,30,1,0
15985,22,60,1,1
15986,22,42,2,0
15987,14,41,3,0
15988,22,73,1,0
15989,22,36,2,0
15990,22,36,1,0
15991,22,68,1,1
15992,22,70,1,1
15993,14,28,3,1
15994,22,29,1,0
15995,14,43,1,0
15996,22,69,2,0
15997,22,44,1,1
15998,14,38,1,0
15999,22,43,1,0
16000,22,24,2,0
16001,22,21,3,1
16002,22,44,2,1
16003,14,22,1,0
16004,22,68,1,0
16005,22,44,1,0
16006,14,55,1,0
16007,14,63,1,0
16008,14,68,1,1
16009,22,57,1,0
16010,6,45,3,1
16011,22,48,2,0
16012,14,74,3,1
16013,22,40,3,0
16014,14,44,1,1
16015,22,69,1,0
16016,14,28,1,0
16017,14,40,1,1
16018,14,30,2,1
16019,27,35,1,0
16020,22,39,1,0
16021,14,28,3,0
16022,22,61,3,0
16023,22,47,3,0
16024,22,33,3,0
16025,14,40,2,0
16026,14,32,3,1
16027,22,76,2,0
16028,14,45,3,1
16029,22,33,1,0
16030,22,38,2,0
16031,22,36,1,0
16032,14,30,1,0
16033,14,32,1,0
16034,14,57,1,0
16035,22,48,2,0
16036,22,42,1,0
16037,14,52,1,0
16038,14,40,2,0
16039,14,55,1,0
16040,14,48,1,0
16041,14,41,3,1
16042,14,44,1,0
16043,14,54,1,0
16044,14,68,3,0
16045,14,33,2,1
16046,14,41,3,1
16047,14,64,1,1
16048,14,46,1,0
16049,14,29,2,0
16050,14,59,3,0
16051,49,24,3,0
16052,14,41,2,0
16053,14,68,1,0
16054,14,36,1,0
16055,49,45,3,1
16056,14,76,1,0
16057,14,27,1,0
16058,14,64,1,1
16059,14,46,1,1
16060,14,45,2,0
16061,14,24,1,0
16062,14,42,3,0
16063,14,45,3,0
16064,14,49,1,0
16065,14,57,1,1
16066,14,43,3,1
16067,14,31,2,1
16068,14,15,3,0
16069,14,39,1,0
16070,14,78,1,1
16071,14,50,2,1
16072,14,31,1,0
16073,14,29,1,1
16074,14,32,1,0
16075,14,35,1,0
16076,14,55,2,0
16077,14,49,2,0
16078,14,38,1,0
16079,14,64,2,0
16080,14,46,1,0
16081,14,55,2,0
16082,22,50,1,1
16083,14,50,3,0
16084,14,48,1,0
16085,22,54,2,0
16086,22,46,1,1
16087,14,33,1,1
16088,14,43,1,0
16089,14,44,1,0
16090,22,42,1,0
16091,22,51,3,0
16092,22,46,1,1
16093,22,37,1,0
16094,22,54,1,0
16095,22,39,1,1
16096,22,73,3,1
16097,14,53,1,0
16098,14,41,3,1
16099,14,67,1,0
16100,22,33,1,1
16101,14,47,2,0
16102,14,29,2,0
16103,14,39,2,1
16104,14,30,1,0
16105,14,54,2,0
16106,14,51,1,1
16107,14,41,3,1
16108,14,61,1,0
16109,14,45,1,0
16110,14,54,2,0
16111,14,41,3,1
16112,14,29,1,1
16113,14,41,3,1
16114,14,33,3,0
16115,14,43,1,0
16116,14,20,2,0
16117,14,52,2,1
16118,14,41,3,1
16119,14,24,2,1
16120,14,38,1,0
16121,22,45,1,0
16122,22,40,1,0
16123,14,38,1,0
16124,14,59,2,1
16125,14,23,3,0
16126,14,49,1,0
16127,14,45,3,1
16128,14,28,1,0
16129,14,79,2,1
16130,14,54,1,1
16131,14,28,3,0
16132,14,77,1,0
16133,14,40,1,0
16134,14,36,3,1
16135,14,25,2,0
16136,14,62,1,0
16137,14,30,1,0
16138,14,55,1,0
16139,14,51,1,0
16140,14,41,1,1
16141,14,39,1,0
16142,14,45,1,0
16143,14,44,1,0
16144,14,61,3,0
16145,14,54,3,0
16146,14,58,1,0
16147,14,24,3,1
16148,14,59,2,0
16149,14,39,3,1
16150,14,65,1,1
16151,48,41,3,1
16152,14,53,2,0
16153,14,48,1,0
16154,14,46,1,0
16155,14,45,3,0
16156,14,38,1,0
16157,14,40,1,1
16158,14,30,3,1
16159,14,36,3,0
16160,14,41,3,1
16161,14,38,2,1
16162,14,69,1,0
16163,14,61,2,0
16164,14,35,1,0
16165,14,53,1,1
16166,14,43,1,1
16167,14,55,1,0
16168,14,63,1,0
16169,14,58,3,0
16170,14,69,1,1
16171,14,36,1,0
16172,14,23,1,0
16173,14,63,2,0
16174,14,50,2,0
16175,14,38,1,0
16176,14,36,2,0
16177,14,44,1,0
16178,14,35,1,0
16179,14,15,3,1
16180,14,26,1,0
16181,14,55,3,0
16182,14,45,1,0
16183,14,40,2,0
16184,14,39,3,0
16185,14,38,2,0
16186,14,27,1,1
16187,14,57,1,0
16188,14,39,1,1
16189,14,36,1,0
16190,14,50,1,1
16191,14,51,1,0
16192,14,23,3,0
16193,14,32,2,0
16194,14,50,3,0
16195,14,45,3,0
16196,14,43,1,0
16197,14,25,1,0
16198,14,43,3,0
16199,14,57,3,0
16200,14,39,1,0
16201,14,53,3,0
16202,14,35,1,1
16203,14,47,3,0
16204,14,46,1,1
16205,14,53,3,0
16206,22,53,3,0
16207,22,27,1,0
16208,14,73,2,0
16209,14,25,2,0
16210,22,50,1,1
16211,22,29,1,0
16212,22,49,3,1
16213,14,54,1,0
16214,22,42,3,1
16215,22,57,1,0
16216,22,39,3,0
16217,22,18,3,1
16218,22,38,3,0
16219,22,49,3,0
16220,22,50,1,1
16221,22,38,2,1
16222,22,41,3,0
16223,22,11,1,0
16224,22,34,1,0
16225,22,21,3,1
16226,14,29,1,0
16227,14,37,1,0
16228,22,25,2,0
16229,22,50,1,0
16230,22,31,1,0
16231,14,34,3,0
16232,22,28,1,1
16233,51,24,2,0
16234,14,47,1,0
16235,14,47,1,1
16236,22,42,1,0
16237,22,72,3,0
16238,14,51,1,0
16239,22,57,1,0
16240,22,25,3,0
16241,14,26,1,0
16242,22,57,1,0
16243,22,45,1,0
16244,22,56,1,0
16245,22,43,3,1
16246,22,47,1,0
16247,14,18,1,0
16248,25,50,1,1
16249,14,46,1,0
16250,14,41,3,0
16251,14,47,1,1
16252,14,37,3,0
16253,14,41,1,0
16254,14,50,2,0
16255,14,50,2,0
16256,14,64,1,0
16257,44,22,3,0
16258,14,40,1,0
16259,14,36,3,1
16260,14,38,2,1
16261,14,47,3,0
16262,14,25,3,0
16263,14,44,1,0
16264,14,58,2,0
16265,26,28,1,1
16266,14,54,2,0
16267,26,47,1,0
16268,14,56,3,0
16269,22,31,1,0
16270,22,44,2,1
16271,22,28,1,1
16272,22,34,1,0
16273,22,33,2,1
16274,22,21,2,1
16275,22,60,3,0
16276,22,40,1,0
16277,22,21,2,1
16278,22,45,1,0
16279,22,68,2,0
16280,22,46,1,1
16281,22,56,1,1
16282,22,45,2,0
16283,22,28,2,0
16284,27,56,1,0
16285,14,41,3,1
16286,14,29,1,0
16287,14,57,3,0
16288,14,46,1,0
16289,14,34,1,0
16290,14,33,2,1
16291,14,40,1,0
16292,14,46,1,1
16293,14,27,2,0
16294,14,34,1,0
16295,14,66,1,0
16296,14,49,2,1
16297,14,21,1,0
16298,14,56,1,0
16299,14,29,3,1
16300,14,45,1,0
16301,14,55,1,0
16302,14,65,2,0
16303,14,43,1,1
16304,14,30,1,0
16305,14,70,3,1
16306,14,68,3,1
16307,14,47,1,0
16308,14,40,1,0
16309,14,27,3,1
16310,14,28,1,0
16311,14,45,1,0
16312,14,41,1,1
16313,14,61,1,0
16314,14,53,1,0
16315,14,60,1,0
16316,14,48,1,0
16317,14,48,1,0
16318,14,29,1,1
16319,14,72,1,0
16320,14,53,3,1
16321,14,64,1,0
16322,14,36,1,0
16323,14,55,1,0
16324,14,31,3,1
16325,14,51,3,0
16326,14,51,1,0
16327,14,36,2,0
16328,14,47,2,0
16329,14,24,2,1
16330,14,41,1,0
16331,14,64,2,1
16332,34,27,3,1
16333,14,36,1,0
16334,14,59,1,0
16335,14,23,1,0
16336,14,27,3,1
16337,14,32,1,0
16338,14,29,1,0
16339,14,70,2,0
16340,14,30,1,0
16341,14,37,1,0
16342,14,57,3,0
16343,14,68,1,1
16344,14,50,3,0
16345,14,50,1,0
16346,14,67,1,0
16347,14,39,1,1
16348,14,18,2,1
16349,14,30,1,0
16350,14,65,2,0
16351,14,47,1,1
16352,14,42,1,0
16353,14,37,1,1
16354,14,44,1,1
16355,14,29,2,0
16356,14,34,1,1
16357,14,54,1,1
16358,14,41,3,1
16359,14,67,1,0
16360,14,80,3,0
16361,14,36,1,0
